AlarmBoxwBorough,Address
Q8840,"156 ST & GUINZBURG RD, New York, NY 11433"
R8728,"W SHORE XWAY S/B 400' N FRESH KILLS, New York, NY NA"
R0498,"HYLAN BLVD & DONLEY AVE, New York, NY 10305"
X4556,"WILLIAM AVE & PELL PL, New York, NY 10464"
X7361,"IRT 6 - BUHRE AVE & WESTCHESTER AVE, New York, NY NA"
R3171,"BURKE AVE & MILDRED AVE/OVFD, New York, NY 10314"
B7029,"BMT M&R @ 9 ST & 4 AVE, New York, NY NA"
X8726,"PELHAM PWAY SO & WILSON AVE NURSES RES, New York, NY NA"
B7048,"BMT B&Q @ AVE H & E 16 ST, New York, NY NA"
B7251,"IND F @ AVE U & MCDONALD AVE, New York, NY NA"
R3676,"RICHMOND AV & ELTINGVILLE BLVD\RR CROSSI, New York, NY NA"
B7242,"IND F @ FT HAM PKWY & GREENWOOD/PROSPECT, New York, NY NA"
R2382,"ARLENE ST & DAWSON CT/OVFD, New York, NY 10314"
X7444,"IRT  5 - E GUN HILL RD & SEYMOUR AVE, New York, NY 10469"
Q9384,"ROOSEVELT AVE 120FT E OF 102 ST, New York, NY 11368"
X7210,"IND D - E 205 ST & BAINBRIDGE AVE, New York, NY NA"
M1518,"2 AVE & E 129 ST, New York, NY 10035"
Q9589,"TROTTING COURSE LA & UNION TPKE, New York, NY 11385"
Q7620,"BKLYN QUEENS EXPY & 30 AV E SVC R, New York, NY 11377"
B7351,"IRT 3 @ VAN SICLEN & LIVONIA AVES, New York, NY 11207"
R1637,"TODT HILL RD OPP MERRICK AVE, New York, NY 10304"
R0698,"CAPODANNO BLVD & DOTY AVE->, New York, NY 10305"
B7044,"BMT B&Q @ CHURCH AVE & E 18 ST, New York, NY NA"
R3791,"S/W COR OF GREEN VALLEY RD-NOB HILL, New York, NY 10312"
R3258,"ABINGDON AVE AND EAST STROUD AVE, New York, NY 10308"
R3492,"HILLSIDE TERRACE AND DENT RD, New York, NY 10308"
B7243,"IND F @ CHURCH & MCDONALD AVES, New York, NY NA"
R3451,"HYLAN BLVD & AINSWORTH AVE->, New York, NY 10308"
Q0402,"STA 2-BMT N&W - ASTORIA BLVD & 31 ST, New York, NY NA"
R2850,"TANGLEWOOD DR & COUNTRYWOOD LA/RICH VFD, New York, NY 10308"
R0182,"BARD & CROTON AVES, New York, NY 10301"
Q0485,"STA85-BMTJ&Z-75 ST/ELDERTS LA&JAMAICA AV, New York, NY NA"
B7076,"BMT N @ BAY PKWY & W 8 ST, New York, NY NA"
X8969,"1129 E180 ST-FIRE COMMUNICATIONS-BX, New York, NY 10460"
M8424,"HOLLAND TUNL E/B VARICK ST & LAIGHT ST, New York, NY NA"
R4512,"ELLIS ST OPP WOOD AVE, New York, NY NA"
R0547,"RICHMOND TERR & TAYLOR ST, New York, NY 10310"
R1783,"SOUTH GANNON AND MANN AVES, New York, NY 10314"
M8478,"WATERSIDE-FDR DR & 27 ST-S/S BLDG 40-ST, New York, NY 10010"
R0681,"MC CLEAN AVE & LILY POND AVE, New York, NY 10305"
R3077,"SPRATT AND O'GORMAN AVES, New York, NY 10306"
B7185,"IND C @ LIBERTY & PENNSYLVANIA AVES, New York, NY 11207"
R3634,"VILLAGE LA,S.OF WAINWRIGHT AV& SYLVIA ST, New York, NY 10312"
Q9691,"87 AVE & VAN WYCK XWAY, New York, NY 11418"
R1874,"STOBE AND NORTH RAILROAD AVES, New York, NY 10306"
B7125,"BMT L @ MORGAN AVE &  HARRISON PL, New York, NY 11206"
Q8366,"CROSS IS PKWY- F LEWIS BL TO WHITESTONE, New York, NY NA"
M2022,"RECTOR PL & OVAL W OF SOUTH END AVE, New York, NY 10280"
M7017,"BMT N-R @ PRINCE ST & BWAY, New York, NY NA"
Q8463,"HS ARCHITECTURE/URBAN PLAN 94 AVE 101 ST, New York, NY NA"
M8181,"U N PLAZA & 42 ST SECY BLDG E/S UN PLAZA, New York, NY NA"
R0674,"LILY POND AND MAJOR AVES, New York, NY 10305"
M8551,"AMTRAK W RIV TUNL - W 33 ST & 10 AVE, New York, NY NA"
B7056,"BMT Q @ OCEAN PKWY & BRIGHTON BCH AVE, New York, NY 11235"
R0857,"MILFORD AND HEWITT AVES, New York, NY 10304"
R1624,"CORNWALL AVE AND BENEDICT RD, New York, NY 10304"
R4729,"WOODVALE AVE & GEORGES LA., New York, NY 10309"
M8222,"W SIDE HWY - W 64-W 65 STS, New York, NY NA"
R0504,"RECTOR ST & RICHMOND TERR., New York, NY 10310"
B7063,"BMT D&M @ 62 ST & NEW UTRECHT AVE, New York, NY NA"
Q9312,"WILLETS PT BLVD & 38 AVE, New York, NY 11368"
R3526,"ARTHUR KILL RD & CARLYLE CT, New York, NY 10312"
M2026,"ALBANY ST 100'W OF WEST ST, New York, NY 10006"
X7362,"IRT 6 - MIDDLETOWN RD & WESTCHESTER AVE, New York, NY 10461"
R2445,"CLARKE AVE & AMBOY RD/RVFD, New York, NY 10306"
X2401,"149 ST BTW BRUCKNER BLVD & EAST RIVER, New York, NY 10455"
Q0431,"STA 263-IND G-R-V-  63 DR & QUEENS BLVD, New York, NY NA"
R1959,"VICTORY BLVD & CHRISTOPHER LA, New York, NY 10314"
M7305,"IRT 1 ? W 137 ST & BROADWAY, New York, NY 10031"
Q8423,"PS 339 - 57-02 39 AVE, New York, NY NA"
R0854,"STATEN ISLAND BLVD & OCEAN TERR, New York, NY 10301"
Q8117,"PS 201 156 ST & 65 AVE, New York, NY NA"
M7307,"IRT 1 ? W 116 ST & BROADWAY, New York, NY 10027"
M2024,"RECTOR PL & OVAL E OF SOUTH END AVE, New York, NY 10280"
R0521,"WEST RALEIGH AVE & CLOVE RD, New York, NY 10310"
R3044,"AMBOY RD & FAIRBANKS AVE/RVFD, New York, NY 10306"
X8786,"PS142, BAYCHESTER AV BTW CRAWFORD & SCHI, New York, NY 10466"
M7106,"BMT LP J-M-Z - FULTON ST & NASSAU ST, New York, NY 10038"
B8154,"P.S. 26 LAFAYETTE & REID AVES, New York, NY NA"
Q4820,"CLINTONVILLE ST & S SVC RD CROSS IS PWAY, New York, NY NA"
Q4620,"7TH AVE AND 152ND ST, New York, NY 11357"
X4427,"BAYCHESTER AV-300' S OF ROMBOUTS AV-CO-O, New York, NY 10469"
X3828,"HARPER AVE & LUSTRE ST, New York, NY 10466"
R4078,"IDA COURT AND NORTH RAILROAD STREET, New York, NY 10312"
R2234,"CEDAR GROVE AVE AND NEW DORP LANE, New York, NY 10306"
Q7019,"SW CORNER 73 ST & 57 AVE, New York, NY 11378"
Q4540,"COLLEGE PT BLVD-1200' SOUTH OF 28 AVE, New York, NY 11354"
R4331,"MARVIN RD & SHARON LA, New York, NY 10309"
X4640,"BRUCKNER BLVD N/B & LOGAN AVE, New York, NY 10465"
Q0437,"STA 269-IND G-R-V- NORTHERN BLVD & BWAY, New York, NY NA"
B8102,"PIER 8 PORT AUTH CONGRESS ST & EAST RIVE, New York, NY 11201"
Q6496,"77 AVE & 265 ST, New York, NY 11040"
R3790,"N/W COR OF GREEN VALLEY RD-NOB HILL, New York, NY 10312"
Q0143,"INTERNATIONAL HOTEL 144, 200' W VAN WYCK, New York, NY NA"
R2890,"CLARKE  AVE & WOLVERINE ST\RICHMOND VFD, New York, NY 10306"
R0895,"PARK LANE AND OAKLAND TERRACE, New York, NY 10304"
R1905,"KIRCHON AND MAY AVES, New York, NY 10314"
X4178,"MILES AV & THROGS NECK EXPY NB SVC RD, New York, NY NA"
R4559,"MEADE ST & MEADE LOOP, New York, NY 10309"
B8227,"ELEPHNT HSE PP ZOO FLATBUSH AV N OF EMPI, New York, NY NA"
B8612,"PS 153, AVE T & HOMECREST AVE, New York, NY NA"
M0251,"GRAND ST-200' E OF FDR DRIVE, New York, NY 10002"
X4976,"HENRY HUDSON PKWY W & W 235 ST, New York, NY 10463"
R3263,"ABINGDON AVE AND EAST BRANDIS AVE, New York, NY 10308"
M8019,"BTRY PK GANGWAY, 300' E CASTLE CLINTON M, New York, NY NA"
R0361,"STARR & HARTFORD AVES, New York, NY 10310"
R2798,"RICHMOND & ROCKLAND AVES, New York, NY 10314"
Q0440,"STA 272- IND G-R-V-  36 ST & NORTHR BLVD, New York, NY NA"
R4466,"ARCHWOOD AVE AND BUFFINGTON AVE, New York, NY 10312"
X4031,"BRUSH AVE AND JAY PL, New York, NY 10465"
R4376,"UNCAS AVE AND DEAD END (LENEVAR AVE), New York, NY 10309"
B8382,"STANLEY & PENN./PAYNE AVES-CHILD HEADSTA, New York, NY NA"
M1950,"CORNER RIVER RD & MAIN ST, New York, NY 10044"
Q4326,"WHITESTONE PKWY & 141 ST-E/SVC RD, New York, NY 11354"
X7296,"IRT 1 ? W 225 ST & BWAY, New York, NY NA"
Q6784,"81 AVE & LANGDALE ST, New York, NY 11040"
M8397,"ALEXANDER HAMILTON BRIDGE 500 FT EAST OF, New York, NY 10033"
X4479,"ROMBOUTS AVE AND 233RD ST, New York, NY 10466"
R2410,"BLYTHE PL & DINA CT\RICHMOND VFD, New York, NY 10306"
R3412,"JUSTIN AVE & AMBOY RD -- VFD, New York, NY 10306"
Q8157,"PS 50 143-26 101 AVE., New York, NY NA"
X8625,"PS 136, UNION AV & JENNINGS ST, New York, NY NA"
R3768,"CODY PL & CROCKER CT, New York, NY 10312"
B7128,"BMT L @ MYRTLE & WYCKOFF AVES, New York, NY NA"
X2467,"HPTM AVE A & 3 ST-VIA HALLECK ST, New York, NY 10474"
R0779,"DECKER AVE AND HAGAMAN PL, New York, NY 10302"
R8008,"ST GEO FERRY TERM LL EASTEND, New York, NY NA"
R3014,"MONTREAL AND SOUTH RAILROAD AVES, New York, NY 10306"
R2646,"PETER AVE AND SOUTH RAILROAD AVE, New York, NY 10306"
Q8148,"PS 38 /NEW/ 241 ST BET 135 & 136 AVES, New York, NY NA"
B7031,"BMT M&R @ 25 ST & 4 AVE, New York, NY NA"
M8407,"PS 52, ACADEMY ST & VERMILYEA AVE, New York, NY NA"
R1370,"FREDERICK ST & AVON LA, New York, NY 10314"
R1283,"HYLAN BLVD AND NARROWS RD NORTH, New York, NY 10305"
R2498,"BEACON AVE & ALTAMONT ST\RICHMOND VFD, New York, NY 10306"
Q0046,"LGA - DELTA TERM-VIA 94 ST, New York, NY NA"
X7372,"IRT 6 - LONGWOOD AVE & SOUTHERN BLVD, New York, NY NA"
R1368,"NEALDOW AVE & WATCHOGUE RD, New York, NY 10314"
R3281,"DEWEY AND NORTH RHETT AVES, New York, NY 10308"
Q0426,"STA 258-IND E&F- VAN WYCK & QUEENS BLVD, New York, NY NA"
R2007,"F/O 306 FLAGG PL & IRON MINE DR, New York, NY 10304"
M7302,"IRT 1 ? W 168 ST & BROADWAY, New York, NY 10032"
R1337,"WOOLEY AND WATERS AVES, New York, NY 10314"
R0567,"MANOR RD & STURGESS ST, New York, NY 10314"
X4503,"SHORE RD OPP GOLF CLUB HOUSE, New York, NY NA"
R8505,"OUTERBRIDGE CROSSING TOLL PLAZA, New York, NY 10309"
Q8270,"PS306-95-16 89 AVENUE, New York, NY NA"
M8408,"ALEX HAMILTON BRIDGE MANHATTAN SIDE, New York, NY NA"
M8011,"SI FERRY TERM-STREET LEVEL MAIN GATE, New York, NY NA"
R3051,"EMMET AVE & SOUTH RAILROAD AVE->, New York, NY 10306"
Q8082,"PS 121 109 AVE BTW 126 ST & 127 ST, New York, NY NA"
R1568,"SLOSSON AVE & SCHMIDT LA, New York, NY 10314"
R3056,"EMMET & HOOPER AVES->, New York, NY 10306"
B7124,"BMT L @ MONTROSE AVE & BUSHWICK AVE, New York, NY NA"
Q6150,"NORTHERN BLVD & ALLEY CREEK BRIDGE, New York, NY 11363"
R2441,"PARK ST AND SHADOW LANE, New York, NY 10306"
Q8130,"PS 37 136 AVE. & BELKNAP ST., New York, NY NA"
R1343,"WOOLEY AND MAINE AVES, New York, NY 10314"
X7431,"IRT 2&5 -INTERVALE AVE & WESTCHESTER AVE, New York, NY 10459"
M8384,"PS 28, 475 WEST 155 ST, New York, NY NA"
X2434,"240 FOOD CNT DR MAIN GATE FRUIT AUCTION, New York, NY 10474"
B7033,"BMT R @ 45 ST & 4 AVE, New York, NY 11220"
R1473,"ALTER & NO. RAILROAD AVES, New York, NY 10304"
M7325,"IRT 1 ? CANAL ST & VARICK ST, New York, NY NA"
R0104,"LAFAYETTE AVE & CHESTNUT PL, New York, NY 10301"
X2477,"HP MARKET-AVE C BTW 1 & 2 STS, New York, NY NA"
M8410,"NYCTA YARD W 211 ST & 10 AVE, New York, NY NA"
M8403,"GEO WASHINGTON HS AUDUBON AVE BET 192 &, New York, NY NA"
M7395,"IRT 6 ? E 103 ST & LEXINGTON AVE, New York, NY 10029"
Q8262,"8AV SUBWAY JAM YARD UNION TPKE & PARK DR, New York, NY 11368"
M8024,"SLIP #5 SOUTH & WHITEHALL ST., New York, NY NA"
B7247,"IND F @ BAY PKWY & MCDONALD AVE, New York, NY NA"
Q6498,"UNION TURNPIKE & 268 ST, New York, NY 11004"
Q0448,"STA 448- IRT #7 METS & WILLETS PT, New York, NY 11368"
X4630,"MIDDLETOWN RD & MC DONOUGH PL, New York, NY NA"
R0487,"EDGEWATER ST & SYLVATON TERRACE, New York, NY 10305"
M8365,"135 ST & LENOX AV-HARLEM HOSP-NEW BLDG, New York, NY NA"
B7347,"IRT 3 @ SARATOGA & LIVONIA AVES, New York, NY NA"
R0761,"RICHMOND TERRACE AND NORTH ST, New York, NY 10302"
Q0463,"STA 463-IRT 7- 49AV & 21ST-HUNTERS PT AV, New York, NY NA"
Q6039,"76 AVE & 266 ST, New York, NY 11004"
Q8480,"GATEWAY PARK BROAD CHNL JAMAICA BAY ZONE, New York, NY NA"
B7415,"IRT 4&5 @ BORO HALL- COURT & FULTON STS, New York, NY NA"
R1548,"NORTH GANNON AVE & GOWER ST, New York, NY 10314"
X8691,"PS 77, WARD AVE & 172 ST, New York, NY NA"
X4193,"THROGS NECK EXPY AND RANDALL AVE, New York, NY 10465"
B7088,"BMT J&Z @ NORWOOD AVE & FULTON ST, New York, NY NA"
R1789,"BRADLEY AVE & NORTH GANNON AVE, New York, NY 10314"
X2124,"PARK AVE & 135 ST-NE CORNER, New York, NY 10451"
X8608,"IS 158, UNION AVE & HOME ST, New York, NY 10456"
R4068,"NIPPON AND STAFFORDS AVES, New York, NY 10312"
B7096,"BMT J @ KOSCIUSZKO ST & BWAY, New York, NY NA"
R3999,"LORRAINE LOOP & BLOOMINGDALE RD, New York, NY 10309"
Q9301,"NORTHERN BLVD & FLUSHING BRIDGE, New York, NY NA"
B7134,"BMT L @ SUTTER & VAN SINDEREN AVES, New York, NY NA"
R2458,"ROCKLAND AV & ST. GEORGE RD\RICHMOND VFD, New York, NY NA"
R0832,"OCEAN TERR & COVERLY AVE/EAST END/, New York, NY 10301"
M8350,"H HUDSON PKWY - W 110 TO W 112 STS, New York, NY NA"
R0097,"SILVER LAKE RD & DUER LANE, New York, NY 10301"
X7422,"IRT 2&5 - BURKE AVE & WHITE PLAINS RD, New York, NY NA"
B7177,"IND C @ CLINTON & WASHINGTON AVES, New York, NY NA"
B7187,"IND C @ SHEPHERD & PITKIN AVES, New York, NY NA"
B8101,"PIER 7 PORT OF NY AUTH FOOT OF PACIFIC S, New York, NY NA"
Q8059,"GROVER CLEVELAND H.S. 2127 HIMROD ST., New York, NY NA"
R8129,"SANITATION LANDFILL FOOT OF MULDOON AVE, New York, NY NA"
M8406,"HS/IS 868M - 10 E 15 ST, New York, NY NA"
R2854,"SANDALWOOD DR & COTTONWOOD CT/RICH VFD, New York, NY 10308"
R2414,"WILDER AVE & THOMAS ST\RICHMOND VFD, New York, NY 10306"
Q8195,"PS 176 121 AVE. & 235 ST., New York, NY NA"
Q3603,"164 ST-800' SO. OF UNDERHILL AVE, New York, NY 11365"
R3227,"CORTELYOU AVE AND EAST FIGUREA AVE, New York, NY 10308"
B8039,"B'WAY & FLUSHING AV-WOODHULL MED CTR, New York, NY 11206"
R2824,"ARTHUR KILL RD & GREAVES AVE/RVFD, New York, NY NA"
R1259,"RODERICK AVE AND POUCH TERRACE, New York, NY 10305"
X8801,"PS 103, CARPENTER AVE & 229TH ST, New York, NY 11215"
R2375,"SIGNS RD & PARK DR N.\OCEANIC VFD, New York, NY 10314"
X4473,"MERRITT AV-500' N. OF 233 ST, New York, NY 10466"
B8091,"S/END PIER 1 AT FURMAN ST, New York, NY NA"
B7121,"BMT L @ LORIMER ST &  METROPOLITAN AVE, New York, NY 11211"
M7013,"BMT N-R @ W 28 ST & BWAY, New York, NY NA"
M8435,"FDNY MARINE CO 1/BLOOMFIELD ST&HUDSON RV, New York, NY NA"
B7052,"BMT B&Q @ AVE U & E 16 ST, New York, NY NA"
R3922,"ARTHUR KILL RD & ELLIS PL, AT PORT MOBIL, New York, NY 10309"
R2194,"BERGLUND AVE & PAULDING AVE/OVFD, New York, NY 10314"
R3113,"SPENCER ST & SOUTH AVE\OCEANIC VFD, New York, NY 10314"
B8287,"P.S. 172, 4TH AVE BTW 29TH & 30TH STS., New York, NY NA"
M8131,"P.S. 40 319 E. 19TH ST., New York, NY 10003"
R1873,"STOBE AVE AND CLETUS ST, New York, NY 10305"
Q4360,"E/S WHITESTONE EXPY & 11 AVE, New York, NY 11357"
Q4450,"NORTHERN BLVD & COLLEGE PT BLVD, New York, NY 11355"
R0835,"LONGFELLOW AVE & OCEAN TERR, New York, NY 10301"
Q4100,"56 & RUST ST, New York, NY 11378"
B7344,"IRT 3 @ KINGSTONAVE & EASTERN PKWY, New York, NY NA"
Q6723,"242 ST, 600' SOUTH OF UNION TNPK, New York, NY 11426"
X8891,"PS 3 LAFONTAINE AVE & E 181 ST, New York, NY NA"
R1575,"BOGERT AVE AND OCEAN TERRACE, New York, NY 10314"
R3159,"SHELLEY AV & VICTORY BLVD\OCEANIC VFD, New York, NY 10314"
M8219,"BULKHEAD LINE NORTH RIVER AT W 63 ST, New York, NY NA"
M1942,"F/O 593 MAIN ST RSVLT IS, New York, NY NA"
B8087,"PIER 3 AT FURMAN ST, New York, NY NA"
B7064,"BMT D&M @ 71 ST & NEW UTRECHT AVE, New York, NY 11228"
X8794,"KENNEDY HS, EWEN AV 1200' S OF 230 ST, New York, NY 10463"
B7355,"IRT 2&5 @ WINTHROP ST & NOSTRAND AVE, New York, NY 11225"
R2842,"CORBIN AVE & COUNTRYWOODS LA/ VFD, New York, NY 10308"
R0139,"NORTH RANDALL & PENBROKE AVES, New York, NY 10301"
B7240,"IND F @ 7 AVE & 9 ST, New York, NY NA"
R1890,"ADAMS AVE & SOUTH RAILROAD AVE, New York, NY 10306"
R0230,"MURRAY HULBERT AV & VICTORY BLVD, New York, NY NA"
R3985,"WIRT AVE & SANDYWOOD LA, New York, NY 10309"
Q8246,"JAMAICA AV OPP ELDERTS LA-FK LANE HS, New York, NY NA"
B8104,"PIER 98 PORT AUTH FOOT OF SEDGEWICK ST, New York, NY NA"
M8294,"2029 2 AVE GAYLORD WHITE HOUSES[104ST], New York, NY NA"
R0773,"CLINTON PL AND TREADWELL AVE, New York, NY 10302"
R3788,"MANCHESTER DR & GREEN VALEY RD-NOB HILL, New York, NY 10312"
R3481,"HYLAN BLVD AND HILLSIDE TERRACE, New York, NY 10308"
R3182,"VICTORY BLVD & BARON BLVD/OVFD, New York, NY 10314"
Q8298,"58-20 UTOPIA PKWY-LEWIS HS, New York, NY NA"
X4842,"BULLARD AVE AND 237TH ST, New York, NY 10466"
R2416,"WILDER AVE & AMBER ST\RICHMOND VFD, New York, NY 10306"
R3147,"CANNON AV & PRICES LA\OCEANIC VFD, New York, NY 10314"
R1527,"NORTH GANNON AVE AND CLERMONT PL, New York, NY 10314"
Q0167,"JFK CARGO PLAZA AT N/E CORNER BLDG 87, New York, NY NA"
Q8485,"MASPETH CAMPUS HS Q585- 54-40 74 ST, New York, NY NA"
R1814,"LIBERTY AND NORTH RAILROAD AVES, New York, NY 10304"
B8258,"P.S. 124, 4TH AVE. & 13TH ST., New York, NY NA"
Q8413,"NORTH CHANNEL BRIDGE NW/SIDE, New York, NY NA"
M7312,"IRT 1 ? W 79 ST & BROADWAY, New York, NY 10024"
X8766,"204 ST & JEROME AV-SUBWAY YARDS-GATE HOU, New York, NY 10468"
R1443,"ATLANTIC AND SOUTH RAILROAD AVES, New York, NY 10305"
Q6780,"78 AVE & LANGDALE ST, New York, NY 11040"
R0682,"LILY POND AVE AND GALESVILLE COURT, New York, NY 10305"
X8741,"ROOSEVELT H.S. WASH AV & FORDHAM RD, New York, NY NA"
R0145,"RICHMOND TERRACE & TYSEN ST, New York, NY 10301"
X8547,"IS 184, 780 FOREST AVE, New York, NY NA"
Q8353,"PS 110 SYBILLA ST & 69 AVE, New York, NY NA"
B7070,"BMT D @ BAY 50 ST & 86 ST, New York, NY NA"
B8184,"A HAMILTON HS ALBANY AV BTW BERGEN & DEA, New York, NY NA"
X4649,"BRUCKNER EXPY SB SVC RD & WATERBURY AVE, New York, NY 10461"
M8001,"PIER 6 EAST RIV COENTIES SLIP, New York, NY 10004"
Q7522,"26 AVE & 9 ST, New York, NY 11102"
X4506,"SHORE RD AT ENTRANCE TO BARTOW MANSION, New York, NY NA"
R4538,"AMBOY RD AND DAMON ST, New York, NY 10309"
Q8459,"ART LEATHER HS 45-10 94 ST 3FL CIVIC ACA, New York, NY NA"
B7132,"BMT L @ BWAY JUNCTION & FULTON ST, New York, NY 11207"
R1547,"REON AVE & SOMMERS LA, New York, NY 10314"
Q0403,"STA 3-BMT N&W - 30 AVE/GRAND AVE & 31 ST, New York, NY 11106"
R2699,"CHAMPLAIN AVE AND PEEL ST, New York, NY 10306"
B7358,"IRT 2&5 @ NEWKIRK AVE & NOSTRAND AVE, New York, NY NA"
R1952,"MADISON AVE AND FARADAY ST, New York, NY 10314"
R4413,"MOSELY AVE AND ANNADALE RD, New York, NY 10312"
R4056,"HUGUENOT AND IONIA AVES, New York, NY 10312"
R3293,"ARTHUR KILL RD & GIFFORDS LA\RICH VFD, New York, NY 10308"
R2861,"REDWOOD AVE & ASHWOOD CT/RICH VFD, New York, NY 10308"
B7061,"BMT D&M @ 50 ST & NEW UTRECHT AVE, New York, NY 11219"
R3723,"REDWOOD LOOP 285' SOUTH OF BALSAM PLACE, New York, NY 10309"
R2933,"WEST END LAMPED LOOP & DAFFODIL LA, New York, NY 10314"
R0399,"RICHMOND TERRACE & VAN ST, New York, NY 10310"
Q8412,"NORTH CHANNEL BRIDGE SW/SIDE, New York, NY NA"
R2281,"CANNON BLVD AND SOUTH RAILROAD AVE, New York, NY 10306"
Q0404,"STA 4 BMT N&W  BWAY & 31 ST, New York, NY NA"
R2866,"CENTER & MOORE STS\RICHMOND VFD, New York, NY 10306"
R0991,"WILLCOX ST & ELANOR PL, New York, NY 10303"
M8140,"PATH STATION CHRISTOPHER ST & HUDSON ST, New York, NY 10014"
X5115,"LOOP RD & HUNTS PT AV, New York, NY 10474"
Q0133,"JFK BLDG 143-134 ST & BERGEN RD, New York, NY NA"
Q0439,"STA 271- IND G-R-V-  STEINWAY ST & BWAY, New York, NY NA"
M7150,"IND C ? W 155  ST  & ST NICHOLAS AVE, New York, NY 10032"
X7294,"IRT 1 ? W 238 ST & BWAY, New York, NY 10463"
X4437,"TILLOTSON AND PINKNEY AVES, New York, NY 10475"
X4276,"GRISWOLD AVE & BRUCKNER BLVD N/B, New York, NY 10465"
M7220,"IND B&D @ W 155 ST & ST NICHOLAS AVE, New York, NY 10039"
X8721,"PS 83, RHINELANDER & BOGART AVES, New York, NY NA"
M7321,"IRT 1 ? W 18 ST & 7 AVE, New York, NY NA"
X8821,"FT OF EAST RIVER DOCK FT SCHUYLER, New York, NY NA"
B7089,"BMT J&Z @ CLEVELAND ST & FULTON ST, New York, NY 11208"
B7050,"BMT B&Q @  AVE M & E 16 ST, New York, NY 11230"
Q0405,"STA 5-BMT N&W-36 AVE/WASH AVE & 31 ST, New York, NY 11101"
R2862,"RICHMOND RD & ST. PATRICKS PL\RICH VFD, New York, NY 10306"
R8725,"W SHORE XWAY N/B 400' N FRESH KILLS, New York, NY NA"
R1599,"OCEAN TERR 1000' W OF BUTTERWORTH AVE, New York, NY 10301"
M7152,"IND B&C ? W 135  ST & ST NICHOLAS AVE, New York, NY NA"
B7353,"IRT 2&5 @ PRESIDENT ST & NOSTRAND AVE, New York, NY 11225"
Q8406,"83-98 WOODHAVEN BLVD-NYFD COMMUNICATI, New York, NY 11385"
Q7199,"WEST DR & 37 AVE, New York, NY 11363"
R8733,"W SHORE XWAY N/B 1400' N OF ARDEN AVE, New York, NY NA"
B8296,"P.S. 1, 47TH ST. BTW 3RD & 4TH AVES., New York, NY NA"
R0948,"WILLCOX ST & EUNICE PL, New York, NY 10303"
R1520,"SOUTH GANNON AVE AND MELBA ST, New York, NY 10314"
B7049,"BMT B&Q @  AVE J & E 16 ST, New York, NY 11230"
Q1752,"SHORE PKWY SVC RD & 86 ST, New York, NY 11414"
M8782,"QNSBORO BRDG-QNS BND-U/L VIA THOMSON AVE, New York, NY 10017"
X7373,"IRT 6 - E 149 ST & SOUTHERN BLVD, New York, NY NA"
R8547,"OUTER BRIDGE PLAZA, New York, NY 10309"
B7236,"IND F&G @ BERGEN & SMITH STS, New York, NY 11201"
R0588,"DU BOIS AVE & DELAFIELD AVE, New York, NY 10310"
R1121,"WILLCOX ST & AMITY PL, New York, NY 10303"
M8280,"H HUDSON PKWY - W 107 TO W 109 STS, New York, NY NA"
B7090,"BMT J&Z @ VAN SICLEN AVE & FULTON ST, New York, NY 11207"
R8729,"W SHORE XWAY N/B 4000' N OF ARDEN AVE, New York, NY NA"
B7112,"BMT M @ WYCKOFF & MYRTLE AVES, New York, NY NA"
B7075,"BMT N @ 20 AVE & 64 ST, New York, NY NA"
B8485,"FT. HAMILTON RES. LEE AVE E. OF GRIMES R, New York, NY 11209"
M8741,"H HUDSON PKWY - W 138 TO W 142 STS->, New York, NY NA"
M1001,"RIVERSIDE BLVD & W 61 ST, New York, NY 10069"
Q0433,"STA 265- IND G-R-V-  GRAND AVE & QNS BLV, New York, NY NA"
B8537,"PS 197 E22 ST-BTW AVE O & KINGS HWY, New York, NY NA"
M8416,"IRT HARLEM RV TUNL EMR EXIT N E 13 ST, New York, NY NA"
Q0083,"CITI FIELD 100' S OF TRAFFIC CIRCLE, New York, NY NA"
Q0458,"STA 458-IRT 7-46ST-BLISS ST & QUEENS BLD, New York, NY 11104"
M7171,"IND E  @ WTC & CHURCH ST, New York, NY 10007"
B8425,"PS 276 AVENUE K & EAST 82ND ST, New York, NY NA"
Q0428,"STA 260- IND E&F- 75 AVE & QUEENS BLVD, New York, NY NA"
R8104,"SOUTH BEACH PSYCH CENTER, New York, NY NA"
Q0450,"STA 450- IRT #7- 103 ST & ROOSEVELT AVE, New York, NY NA"
B7291,"IND G @ CLINTON/WASH & LAFAYETTE AVES, New York, NY 11238"
Q0069,"FLUSHING MEADOW PK S/S H.H. EXPY-W OF BR, New York, NY 11355"
X7214,"IND B&D - E 182-183 ST & GRAND CONCOURSE, New York, NY NA"
Q8216,"PS 111 37 AVE. BTW 13 & 14 STS, New York, NY 11101"
X4802,"OLINVILLE AND ASTOR AVES, New York, NY 10467"
R0833,"BUTTERWORTH AVE & OCEAN TERR, New York, NY 10304"
R1086,"HILLVIEW LA & REISS LA, New York, NY 10304"
B7025,"BMT M&R @ JAY ST & METRO TECH, New York, NY 11201"
M8095,"PATH STATION-BELOW W.T.C., New York, NY 10007"
Q4882,"150 ST & CROSS IS PKWY SO SVC RD, New York, NY 11357"
R2244,"CEDAR GROVE AVE AND MAPLE TERRACE, New York, NY 10306"
M1971,"RANDALS ISL SUNKEN MEADOW FIELDS, New York, NY NA"
