,alarm_box_borough,alarm_box_location,alarm_box_number,alarm_level_index_description,alarm_source_description_tx,citycouncildistrict,communitydistrict,communityschooldistrict,congressionaldistrict,dispatch_response_seconds_qy,engines_assigned_quantity,first_activation_datetime,first_assignment_datetime,first_on_scene_datetime,highest_alarm_level,incident_borough,incident_classification,incident_classification_group,incident_close_datetime,incident_datetime,incident_response_seconds_qy,incident_travel_tm_seconds_qy,ladders_assigned_quantity,other_units_assigned_quantity,policeprecinct,starfire_incident_id,valid_dispatch_rspns_time_indc,valid_incident_rspns_time_indc,zipcode,Address,Lat,Lon
58,QUEENS,121 AVE & SUTPHIN BLVD,1998,Initial Alarm,UCT/911,28,412,27,5,45,3,2017-08-07T15:01:18.000,2017-08-07T15:01:00.000,2017-08-07T15:04:20.000,First Alarm,QUEENS,Odor - Other Than Smoke,NonMedical Emergencies,2017-08-07T15:12:43.000,2017-08-07T15:00:15.000,245,200,2,1,113,1.72E+15,N,Y,11434,"121 AVE & SUTPHIN BLVD, New York, NY 11434",40.7226415,-73.9860293
59,RICHMOND / STATEN ISLAND,GOETHALS RD NORTH AND FARRAGUT AVES,1922,Initial Alarm,UCT/911,49,501,31,11,14,3,2017-09-25T14:32:52.000,2017-09-25T14:32:33.000,2017-09-25T14:35:13.000,First Alarm,RICHMOND / STATEN ISLAND,Private Dwelling Fire,Structural Fires,2017-09-25T14:46:11.000,2017-09-25T14:32:19.000,174,160,2,1,121,1.73E+15,N,Y,10303,"GOETHALS RD NORTH AND FARRAGUT AVES, New York, NY 10303",40.62023,-74.1653396
60,MANHATTAN,9 AVE & W 16 ST,571,Initial Alarm,Private Fire Alarm,3,104,2,10,58,1,2017-07-24T18:13:53.000,2017-07-24T18:13:15.000,2017-07-24T18:17:09.000,First Alarm,MANHATTAN,Alarm System - Defective,NonMedical Emergencies,2017-07-24T18:30:25.000,2017-07-24T18:12:17.000,292,234,1,1,10,1.72E+15,N,Y,10011,"9 AVE & W 16 ST, New York, NY 10011",40.7692123,-73.9847724
61,BRONX,BRIGGS AVE & KINGSBRIDGE RD,3368,Initial Alarm,UCT/911,15,207,10,13,6,3,2017-02-03T18:44:54.000,2017-02-03T18:44:27.000,2017-02-03T18:47:28.000,First Alarm,BRONX,Other Commercial Building Fire,Structural Fires,2017-02-03T19:05:55.000,2017-02-03T18:44:21.000,187,181,2,1,52,1.70E+15,N,Y,10458,"BRIGGS AVE & KINGSBRIDGE RD, New York, NY 10458",40.86319,-73.894215
62,BROOKLYN,AVENUE L & E 81 ST,2391,Initial Alarm,EMS Link/Medical,46,318,18,8,8,1,2017-11-22T17:12:13.000,2017-11-22T17:11:45.000,NA,First Alarm,BROOKLYN,Medical - EMS Link 10-91,Medical Emergencies,2017-11-22T17:16:03.000,2017-11-22T17:11:37.000,0,0,0,0,69,1.73E+15,N,N,11236,"AVENUE L & E 81 ST, New York, NY 11236",40.631086,-73.907033
63,BROOKLYN,LAFAYETTE AVE & CLASSON AVE,653,Initial Alarm,EMS Link/Medical,35,303,13,8,6,1,2017-05-18T09:12:19.000,2017-05-18T09:11:54.000,2017-05-18T09:16:32.000,First Alarm,BROOKLYN,Medical - Assist Civilian,Medical Emergencies,2017-05-18T10:08:43.000,2017-05-18T09:11:48.000,284,278,0,0,79,1.71E+15,N,Y,11238,"LAFAYETTE AVE & CLASSON AVE, New York, NY 11238",40.689655,-73.953289
64,BROOKLYN,LIBERTY AVE & DREW ST,1886,Initial Alarm,EMS Link/Medical,NA,NA,NA,NA,7,1,2017-12-23T09:51:10.000,2017-12-23T09:50:40.000,2017-12-23T09:55:54.000,First Alarm,BROOKLYN,Medical - Assist Civilian,Medical Emergencies,2017-12-23T10:06:47.000,2017-12-23T09:50:33.000,321,314,0,0,NA,1.74E+15,N,Y,NA,"LIBERTY AVE & DREW ST, New York, NY NA",40.679154,-73.863302
65,RICHMOND / STATEN ISLAND,HENDRICKS AVE & JERSEY ST,68,Initial Alarm,EMS Link/Medical,49,501,31,11,6,1,2017-04-22T13:58:19.000,2017-04-22T13:58:05.000,2017-04-22T14:00:00.000,First Alarm,RICHMOND / STATEN ISLAND,Medical - Assist Civilian,Medical Emergencies,2017-04-22T14:07:04.000,2017-04-22T13:57:59.000,121,115,0,0,120,1.71E+15,N,Y,10301,"HENDRICKS AVE & JERSEY ST, New York, NY 10301",40.639895,-74.087217
66,BROOKLYN,AVENUE W & BATCHELDER ST,3699,Initial Alarm,UCT/911,46,315,22,9,5,3,2017-03-16T13:42:27.000,2017-03-16T13:42:09.000,2017-03-16T13:47:30.000,First Alarm,BROOKLYN,Utility Emergency - Electric,NonMedical Emergencies,2017-03-16T14:08:31.000,2017-03-16T13:42:04.000,326,321,3,1,61,1.71E+15,N,Y,11229,"AVENUE W & BATCHELDER ST, New York, NY 11229",40.5947603,-73.9503272
67,QUEENS,SUTPHIN BLVD & ARLINGTON TERR,8826,Initial Alarm,EMS Link/Medical,28,412,28,5,230,1,2017-06-29T09:08:08.000,2017-06-29T09:07:44.000,2017-06-29T09:09:39.000,First Alarm,QUEENS,Medical - Assist Civilian,Medical Emergencies,2017-06-29T09:18:18.000,2017-06-29T09:03:54.000,345,115,0,0,103,1.72E+15,N,N,11435,"SUTPHIN BLVD & ARLINGTON TERR, New York, NY 11435",40.6900109,-73.7968117
68,BROOKLYN,LIVINGSTON ST & BOERUM PL,561,Initial Alarm,EMS Link/Medical,33,302,15,7,4,1,2017-09-01T09:21:44.000,2017-09-01T09:21:14.000,2017-09-01T09:26:42.000,First Alarm,BROOKLYN,Medical - Assist Civilian,Medical Emergencies,2017-09-01T09:36:58.000,2017-09-01T09:21:10.000,332,328,0,0,84,1.72E+15,N,Y,11201,"LIVINGSTON ST & BOERUM PL, New York, NY 11201",40.6899016,-73.9864228
69,QUEENS,34 AVE & 93 ST,7866,Initial Alarm,EMS Link/Medical,21,403,30,14,8,1,2017-10-13T19:09:56.000,2017-10-13T19:09:33.000,2017-10-13T19:20:46.000,First Alarm,QUEENS,Medical - Assist Civilian,Medical Emergencies,2017-10-13T19:29:36.000,2017-10-13T19:09:25.000,681,673,0,0,115,1.73E+15,N,Y,11372,"34 AVE & 93 ST, New York, NY 11372",40.7226345,-73.9860342
70,RICHMOND / STATEN ISLAND,MC CLEAN AVE AND SAND LANE,1241,Initial Alarm,UCT/911,50,502,31,11,18,1,2017-12-26T00:22:51.000,2017-12-26T00:22:28.000,2017-12-26T00:25:10.000,First Alarm,RICHMOND / STATEN ISLAND,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-12-26T00:35:37.000,2017-12-26T00:22:10.000,180,162,1,0,122,1.74E+15,N,Y,10305,"MC CLEAN AVE AND SAND LANE, New York, NY 10305",40.5967434,-74.0704343
71,MANHATTAN,10 AVE & W 19 ST,583,Initial Alarm,UCT/911,3,104,2,10,5,0,2017-03-31T18:56:40.000,2017-03-31T18:55:58.000,2017-03-31T19:00:51.000,First Alarm,MANHATTAN,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-03-31T19:14:08.000,2017-03-31T18:55:53.000,298,293,1,0,10,1.71E+15,N,Y,10011,"10 AVE & W 19 ST, New York, NY 10011",40.1815,-74.026487
72,BRONX,DEEGAN XWAY BTW W 179 ST & W 230 ST,8926,Initial Alarm,PD Link/Medical,NA,NA,NA,NA,13,2,2017-07-30T04:15:39.000,2017-07-30T04:15:16.000,2017-07-30T04:20:51.000,First Alarm,BRONX,Vehicle Accident - Other,NonMedical Emergencies,2017-07-30T04:36:20.000,2017-07-30T04:15:03.000,348,335,2,1,NA,1.72E+15,N,Y,NA,"DEEGAN XWAY BTW W 179 ST & W 230 ST, New York, NY NA",40.8491154,-73.9379995
73,BRONX,CROTONA AVE & E 183 ST,3304,Initial Alarm,UCT/911,15,206,10,15,63,3,2017-09-18T16:27:02.000,2017-09-18T16:26:42.000,2017-09-18T16:30:03.000,First Alarm,BRONX,Utility Emergency - Electric,NonMedical Emergencies,2017-09-18T16:40:54.000,2017-09-18T16:25:39.000,264,201,3,1,48,1.73E+15,N,Y,10458,"CROTONA AVE & E 183 ST, New York, NY 10458",40.8454084,-73.8911225
74,MANHATTAN,2 AVE & 97 ST,1247,Initial Alarm,UCT/911,8,111,4,13,149,1,2017-05-26T16:51:58.000,2017-05-26T16:51:22.000,2017-05-26T17:01:37.000,First Alarm,MANHATTAN,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-05-26T17:22:09.000,2017-05-26T16:48:53.000,764,615,0,0,23,1.71E+15,N,Y,10029,"2 AVE & 97 ST, New York, NY 10029",40.784948,-73.946647
75,QUEENS,CORNAGA AVE & DICKENS ST,1131,DEFAULT RECORD,BARS,NA,NA,NA,NA,7,1,2017-02-10T11:27:37.000,2017-02-10T11:27:19.000,2017-02-10T11:31:46.000,First Alarm,QUEENS,Non-Medical MFA - BARS,NonMedical MFAs,2017-02-10T11:35:30.000,2017-02-10T11:27:12.000,274,267,0,0,NA,1.70E+15,N,Y,NA,"CORNAGA AVE & DICKENS ST, New York, NY NA",40.6022332,-73.7541611
76,QUEENS,109 AVE & CROSS BAY BLVD,2003,Initial Alarm,UCT/911,32,410,27,8,14,2,2017-05-03T19:54:33.000,2017-05-03T19:54:10.000,2017-05-03T19:57:19.000,First Alarm,QUEENS,Utility Emergency - Gas,NonMedical Emergencies,2017-05-03T20:31:11.000,2017-05-03T19:53:56.000,203,189,1,1,106,1.71E+15,N,Y,11417,"109 AVE & CROSS BAY BLVD, New York, NY 11417",40.697052,-73.783958
77,MANHATTAN,WASHINGTON & GANSEVOORT STS,544,Initial Alarm,Private Fire Alarm,3,102,2,10,52,3,2017-05-10T06:10:34.000,2017-05-10T06:10:15.000,2017-05-10T06:15:05.000,First Alarm,MANHATTAN,Alarm System - Defective,NonMedical Emergencies,2017-05-10T06:28:25.000,2017-05-10T06:09:23.000,342,290,2,1,6,1.71E+15,N,Y,10014,"WASHINGTON & GANSEVOORT STS, New York, NY 10014",40.739365,-74.008056
78,MANHATTAN,ST. NICHOLAS AVE & 116 ST,1387,Initial Alarm,Verbal,9,110,3,13,27,0,2017-02-06T16:28:01.000,2017-02-06T16:28:01.000,2017-02-06T16:35:38.000,First Alarm,MANHATTAN,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-02-06T16:46:38.000,2017-02-06T16:27:34.000,484,457,1,0,28,1.70E+15,N,Y,10026,"ST. NICHOLAS AVE & 116 ST, New York, NY 10026",40.828552,-73.9422999
79,BROOKLYN,11 & PROSPECT AVES,1516,Initial Alarm,EMS Link/Medical,39,307,15,9,11,1,2017-02-08T07:15:40.000,2017-02-08T07:15:11.000,2017-02-08T07:18:40.000,First Alarm,BROOKLYN,Medical - Assist Civilian,Medical Emergencies,2017-02-08T07:31:47.000,2017-02-08T07:15:00.000,220,209,0,0,72,1.70E+15,N,Y,11218,"11 & PROSPECT AVES, New York, NY 11218",40.656152,-73.977303
80,BRONX,LAFAYETTE AVE & BARRETTO ST,2409,Initial Alarm,Private Fire Alarm,17,202,8,15,72,3,2017-08-08T09:26:28.000,2017-08-08T09:26:04.000,2017-08-08T09:29:18.000,First Alarm,BRONX,Alarm System - Testing,NonMedical Emergencies,2017-08-08T09:42:11.000,2017-08-08T09:24:52.000,266,194,2,1,41,1.72E+15,N,Y,10474,"LAFAYETTE AVE & BARRETTO ST, New York, NY 10474",40.689655,-73.953289
81,QUEENS,WHITNEY AVE & HAMPTON ST,7965,Initial Alarm,UCT/911,25,404,24,6,9,3,2017-12-09T16:48:41.000,2017-12-09T16:48:21.000,2017-12-09T16:52:30.000,First Alarm,QUEENS,Manhole Fire - Other,NonStructural Fires,2017-12-09T17:11:31.000,2017-12-09T16:48:12.000,258,249,2,1,110,1.73E+15,N,Y,11373,"WHITNEY AVE & HAMPTON ST, New York, NY 11373",40.744265,-73.876746
82,QUEENS,122 AVE & FARMERS BLVD,5381,Initial Alarm,UCT/911,27,412,29,5,17,1,2017-08-26T15:34:11.000,2017-08-26T15:33:56.000,2017-08-26T15:37:28.000,First Alarm,QUEENS,Vehicle Accident - Other,NonMedical Emergencies,2017-08-26T15:50:47.000,2017-08-26T15:33:39.000,229,212,1,2,113,1.72E+15,N,Y,11413,"122 AVE & FARMERS BLVD, New York, NY 11413",40.682999,-73.760539
83,BRONX,GRAND CONCOURSE & 169 ST,2712,Initial Alarm,PD Link/Medical,16,204,9,15,5,1,2017-10-12T17:18:38.000,2017-10-12T17:18:14.000,2017-10-12T17:23:11.000,First Alarm,BRONX,Medical - Assist Civilian,Medical Emergencies,2017-10-12T18:19:26.000,2017-10-12T17:18:09.000,302,297,0,0,44,1.73E+15,N,Y,10456,"GRAND CONCOURSE & 169 ST, New York, NY 10456",40.836413,-73.915924
84,BROOKLYN,GARVEY BLVD/SUMNER AV BET BWAY & ELLERY,355,Initial Alarm,EMS Link/Medical,34,304,14,7,6,1,2017-09-29T11:20:47.000,2017-09-29T11:20:19.000,2017-09-29T11:22:59.000,First Alarm,BROOKLYN,Medical - Assist Civilian,Medical Emergencies,2017-09-29T11:34:54.000,2017-09-29T11:20:13.000,166,160,0,0,83,1.73E+15,N,Y,11206,"GARVEY BLVD/SUMNER AV BET BWAY & ELLERY, New York, NY 11206",40.7002958,-73.9411644
85,BRONX,JEROME & PAUL AVES,3399,Initial Alarm,Private Fire Alarm,11,207,10,13,52,3,2017-09-13T23:18:20.000,2017-09-13T23:17:58.000,2017-09-13T23:24:09.000,First Alarm,BRONX,Utility Emergency - Steam,NonMedical Emergencies,2017-09-13T23:38:15.000,2017-09-13T23:17:06.000,423,371,3,1,52,1.73E+15,N,Y,10468,"JEROME & PAUL AVES, New York, NY 10468",40.869247,-73.896062
86,MANHATTAN,COLUMBUS AVE & 66 ST,982,Initial Alarm,Private Fire Alarm,6,107,3,10,57,4,2017-04-26T19:20:48.000,2017-04-26T19:20:40.000,2017-04-26T19:23:21.000,First Alarm,MANHATTAN,Alarm System - Defective,NonMedical Emergencies,2017-04-26T19:36:14.000,2017-04-26T19:19:43.000,218,161,2,1,20,1.71E+15,N,Y,10023,"COLUMBUS AVE & 66 ST, New York, NY 10023",40.7851685,-73.9731314
87,BRONX,HUGHES AVE & 180 ST,4788,7-5 (All Hands Alarm),UCT/911,15,206,12,15,8,3,2017-04-21T16:10:54.000,2017-04-21T16:10:35.000,2017-04-21T16:12:50.000,All Hands Working,BRONX,Multiple Dwelling 'A' - Other fire,Structural Fires,2017-04-21T17:22:46.000,2017-04-21T16:10:27.000,143,135,2,1,48,1.71E+15,N,Y,10457,"HUGHES AVE & 180 ST, New York, NY 10457",40.852739,-73.8880849
88,MANHATTAN,PAYSON AVE AND BEAK ST,1800,Initial Alarm,UCT/911,10,112,6,13,7,3,2017-01-26T19:44:00.000,2017-01-26T19:43:40.000,2017-01-26T19:47:28.000,First Alarm,MANHATTAN,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,2017-01-26T20:01:27.000,2017-01-26T19:43:33.000,235,228,2,1,34,1.70E+15,N,Y,10034,"PAYSON AVE AND BEAK ST, New York, NY 10034",40.8679747,-73.9270183
89,QUEENS,VAN WYCK EXPY- WHITESTONE TO NORTHERN BL,8491,Initial Alarm,Phone,NA,NA,NA,NA,46,2,2017-05-24T18:14:59.000,2017-05-24T18:14:37.000,2017-05-24T18:25:22.000,First Alarm,QUEENS,Vehicle Accident - Other,NonMedical Emergencies,2017-05-24T18:32:41.000,2017-05-24T18:13:51.000,691,645,2,1,NA,1.71E+15,N,Y,NA,"VAN WYCK EXPY- WHITESTONE TO NORTHERN BL, New York, NY NA",NA,NA
90,QUEENS,SEAGIRT BLVD & BEACH 31 ST,1177,Initial Alarm,EMS Link/Medical,31,414,27,5,7,1,2017-01-19T11:16:36.000,2017-01-19T11:16:10.000,2017-01-19T11:20:35.000,First Alarm,QUEENS,Medical - Assist Civilian,Medical Emergencies,2017-01-19T11:33:25.000,2017-01-19T11:16:03.000,272,265,0,0,101,1.70E+15,N,Y,11691,"SEAGIRT BLVD & BEACH 31 ST, New York, NY 11691",40.5952243,-73.7518889
91,MANHATTAN,12 AVE & 47 ST,834,Initial Alarm,EMS Link/Medical,3,104,2,10,11,1,2017-07-17T15:52:03.000,2017-07-17T15:51:51.000,2017-07-17T16:02:13.000,First Alarm,MANHATTAN,Medical - Assist Civilian,Medical Emergencies,2017-07-17T16:08:19.000,2017-07-17T15:51:40.000,633,622,0,0,18,1.72E+15,N,Y,10036,"12 AVE & 47 ST, New York, NY 10036",40.76486,-73.998046
92,MANHATTAN,3 AVE & 112 ST,1347,Initial Alarm,UCT/911,8,111,4,13,24,2,2017-12-03T13:54:00.000,2017-12-03T13:53:41.000,2017-12-03T13:56:59.000,First Alarm,MANHATTAN,Utility Emergency - Gas,NonMedical Emergencies,2017-12-03T14:08:02.000,2017-12-03T13:53:17.000,222,198,2,1,23,1.73E+15,N,Y,10029,"3 AVE & 112 ST, New York, NY 10029",40.8327336,-73.9050357
93,BROOKLYN,DRIGGS AVE & NEWEL ST,148,Initial Alarm,UCT/911,33,301,14,12,38,0,2017-08-28T03:04:20.000,2017-08-28T03:03:43.000,2017-08-28T03:14:27.000,First Alarm,BROOKLYN,Utility Emergency - Water,NonMedical Emergencies,2017-08-28T03:32:10.000,2017-08-28T03:03:05.000,682,644,1,0,94,1.72E+15,N,Y,11222,"DRIGGS AVE & NEWEL ST, New York, NY 11222",40.71814,-73.955251
94,BROOKLYN,BATH AVE & 25 AVE,3462,Initial Alarm,EMS Link/Medical,47,311,21,10,17,1,2017-12-29T11:51:44.000,2017-12-29T11:51:30.000,NA,First Alarm,BROOKLYN,Medical - EMS Link 10-91,Medical Emergencies,2017-12-29T11:54:49.000,2017-12-29T11:51:13.000,0,0,0,0,62,1.74E+15,N,N,11214,"BATH AVE & 25 AVE, New York, NY 11214",40.6000079,-73.999457
95,QUEENS,39 AVE & 111 ST,9337,Initial Alarm,UCT/911,21,403,24,14,9,2,2017-10-25T17:26:57.000,2017-10-25T17:26:38.000,2017-10-25T17:31:57.000,First Alarm,QUEENS,Odor - Other Than Smoke,NonMedical Emergencies,2017-10-25T17:47:14.000,2017-10-25T17:26:29.000,328,319,2,1,115,1.73E+15,N,Y,11368,"39 AVE & 111 ST, New York, NY 11368",40.752398,-73.856253
96,MANHATTAN,1 AVE & 58 ST,922,Initial Alarm,PD Link/Medical,5,106,2,12,8,1,2017-05-17T07:32:44.000,2017-05-17T07:32:26.000,2017-05-17T07:39:14.000,First Alarm,MANHATTAN,Medical - Assist Civilian,Medical Emergencies,2017-05-17T07:46:54.000,2017-05-17T07:32:18.000,416,408,0,0,17,1.71E+15,N,Y,10022,"1 AVE & 58 ST, New York, NY 10022",40.763368,-73.95924
97,BRONX,WALTON AVE & E 161 ST,2349,Initial Alarm,PD Link/Medical,8,204,7,15,6,1,2017-09-05T16:36:40.000,2017-09-05T16:36:19.000,NA,First Alarm,BRONX,Medical - PD Link 10-91,Medical Emergencies,2017-09-05T16:38:01.000,2017-09-05T16:36:13.000,0,0,0,0,44,1.72E+15,N,N,10451,"WALTON AVE & E 161 ST, New York, NY 10451",40.8386546,-73.9166653
98,BROOKLYN,16 AVE & 39 ST,2541,Initial Alarm,UCT/911,39,312,20,10,25,2,2017-09-04T06:54:05.000,2017-09-04T06:53:39.000,2017-09-04T06:58:26.000,First Alarm,BROOKLYN,Odor - Other Than Smoke,NonMedical Emergencies,2017-09-04T07:12:49.000,2017-09-04T06:53:14.000,312,287,2,1,66,1.72E+15,N,Y,11218,"16 AVE & 39 ST, New York, NY 11218",40.636639,-73.979681
99,BROOKLYN,GRAHAM AVE & BOERUM ST,253,Initial Alarm,EMS Link/Medical,34,301,14,7,10,1,2017-02-01T19:50:25.000,2017-02-01T19:49:59.000,NA,First Alarm,BROOKLYN,Medical - EMS Link 10-91,Medical Emergencies,2017-02-01T19:54:13.000,2017-02-01T19:49:49.000,0,0,0,0,90,1.70E+15,N,N,11206,"GRAHAM AVE & BOERUM ST, New York, NY 11206",40.7123777,-73.944034
100,BROOKLYN,BRIGHTWATER CT & BRIGHTON 6 ST,3657,Initial Alarm,EMS Link/Medical,48,313,21,8,9,1,2017-01-09T06:30:16.000,2017-01-09T06:29:49.000,NA,First Alarm,BROOKLYN,Medical - EMS Link 10-91,Medical Emergencies,2017-01-09T06:36:15.000,2017-01-09T06:29:40.000,0,0,0,0,60,1.70E+15,N,N,11235,"BRIGHTWATER CT & BRIGHTON 6 ST, New York, NY 11235",40.5757184,-73.9630083
101,BRONX,POWELL & PUGSLEY AVES,2871,Initial Alarm,UCT/911,18,209,8,15,16,0,2017-07-05T18:38:10.000,2017-07-05T18:38:03.000,2017-07-05T18:41:57.000,First Alarm,BRONX,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-07-05T18:53:54.000,2017-07-05T18:37:47.000,250,234,1,0,43,1.72E+15,N,Y,10472,"POWELL & PUGSLEY AVES, New York, NY 10472",40.830385,-73.85699
102,BRONX,MELROSE AVE & E 152 ST,2267,Initial Alarm,UCT/911,17,201,7,15,21,2,2017-09-19T18:16:00.000,2017-09-19T18:15:38.000,2017-09-19T18:18:58.000,First Alarm,BRONX,Utility Emergency - Gas,NonMedical Emergencies,2017-09-19T18:37:17.000,2017-09-19T18:15:17.000,221,200,1,1,40,1.73E+15,N,Y,10455,"MELROSE AVE & E 152 ST, New York, NY 10455",40.818239,-73.9168
103,QUEENS,LIBERTY AVE & MERRICK BLVD,4791,Initial Alarm,Private Fire Alarm,27,412,29,5,97,1,2017-10-31T17:58:34.000,2017-10-31T17:58:18.000,2017-10-31T18:00:53.000,First Alarm,QUEENS,Alarm System - Defective,NonMedical Emergencies,2017-10-31T18:09:18.000,2017-10-31T17:56:41.000,252,155,1,1,103,1.73E+15,N,Y,11433,"LIBERTY AVE & MERRICK BLVD, New York, NY 11433",40.702654,-73.790537
104,BROOKLYN,BROADWAY OPP WOODBINE ST,828,Initial Alarm,PD Link/Medical,36,303,16,8,25,2,2017-10-23T11:51:38.000,2017-10-23T11:51:07.000,2017-10-23T11:53:37.000,First Alarm,BROOKLYN,Odor - Other Than Smoke,NonMedical Emergencies,2017-10-23T12:01:33.000,2017-10-23T11:50:42.000,175,150,1,1,81,1.73E+15,N,Y,11221,"BROADWAY OPP WOODBINE ST, New York, NY 11221",40.6909968,-73.9178498
105,MANHATTAN,10 AVE & W 53 ST,884,Initial Alarm,UCT/911,3,104,2,10,19,3,2017-01-10T14:22:58.000,2017-01-10T14:22:45.000,2017-01-10T14:25:50.000,First Alarm,MANHATTAN,Manhole Fire - Seeping Smoke,NonStructural Fires,2017-01-10T14:36:01.000,2017-01-10T14:22:26.000,204,185,2,2,18,1.70E+15,N,Y,10019,"10 AVE & W 53 ST, New York, NY 10019",40.1815,-74.026487
106,BRONX,WALTON AVE & E 164 ST,2394,Initial Alarm,EMS Link/Medical,8,204,9,15,8,1,2017-03-10T22:03:32.000,2017-03-10T22:02:50.000,NA,First Alarm,BRONX,Medical - EMS Link 10-91,Medical Emergencies,2017-03-10T22:08:08.000,2017-03-10T22:02:42.000,0,0,0,0,44,1.71E+15,N,N,10452,"WALTON AVE & E 164 ST, New York, NY 10452",40.8386546,-73.9166653
107,MANHATTAN,RIVERSIDE BLVD & W 63 ST,1002,Initial Alarm,Private Fire Alarm,6,107,3,10,73,1,2017-01-06T15:30:16.000,2017-01-06T15:29:53.000,2017-01-06T15:39:19.000,First Alarm,MANHATTAN,Alarm System - Defective,NonMedical Emergencies,2017-01-06T15:44:17.000,2017-01-06T15:28:40.000,639,566,1,1,20,1.70E+15,N,Y,10069,"RIVERSIDE BLVD & W 63 ST, New York, NY 10069",40.7770587,-73.9890502
108,BROOKLYN,DUMONT AVE & POWELL ST,1690,Initial Alarm,EMS Link/Medical,41,316,23,9,7,1,2017-07-09T19:38:46.000,2017-07-09T19:38:24.000,2017-07-09T19:40:43.000,First Alarm,BROOKLYN,Medical - Assist Civilian,Medical Emergencies,2017-07-09T19:49:59.000,2017-07-09T19:38:17.000,146,139,0,0,73,1.72E+15,N,Y,11212,"DUMONT AVE & POWELL ST, New York, NY 11212",40.667845,-73.884004
109,RICHMOND / STATEN ISLAND,CASTLETON AVE & BROADWAY,381,Initial Alarm,UCT/911,49,501,31,11,6,1,2017-01-28T00:06:33.000,2017-01-28T00:06:16.000,2017-01-28T00:09:06.000,First Alarm,RICHMOND / STATEN ISLAND,Carbon Monoxide - Code 2 - Incident (1-9 ppm),NonMedical Emergencies,2017-01-28T00:23:43.000,2017-01-28T00:06:10.000,176,170,1,0,120,1.70E+15,N,Y,10310,"CASTLETON AVE & BROADWAY, New York, NY 10310",40.6347523,-74.1127259
110,MANHATTAN,IRT 4-5-6 @ E 59 ST & LEXINGTON AVE,7400,Initial Alarm,PD Link/Medical,4,106,2,12,13,1,2017-11-04T15:51:37.000,2017-11-04T15:51:18.000,2017-11-04T15:58:24.000,First Alarm,MANHATTAN,Medical - PD Link 10-91,Medical Emergencies,2017-11-04T16:11:57.000,2017-11-04T15:51:05.000,439,426,0,0,17,1.73E+15,N,Y,10022,"IRT 4-5-6 @ E 59 ST & LEXINGTON AVE, New York, NY 10022",NA,NA
111,BRONX,ALEXANDER AVE & 137 ST,2139,Initial Alarm,Phone,8,201,7,15,49,2,2017-10-06T16:30:48.000,2017-10-06T16:30:24.000,2017-10-06T16:33:50.000,First Alarm,BRONX,Utility Emergency - Electric,NonMedical Emergencies,2017-10-06T16:44:03.000,2017-10-06T16:29:35.000,255,206,2,1,40,1.73E+15,N,Y,10454,"ALEXANDER AVE & 137 ST, New York, NY 10454",40.809383,-73.925614
112,QUEENS,CHERRY AVE & BURLING ST,4451,Initial Alarm,PD Link/Medical,20,407,25,6,8,1,2017-02-08T21:40:29.000,2017-02-08T21:40:11.000,NA,First Alarm,QUEENS,Medical - PD Link 10-91,Medical Emergencies,2017-02-08T21:41:44.000,2017-02-08T21:40:03.000,0,0,0,0,109,1.70E+15,N,N,11355,"CHERRY AVE & BURLING ST, New York, NY 11355",40.756415,-73.818923
113,MANHATTAN,CENTRAL PARK W & 103 ST,1285,Initial Alarm,Phone,7,107,3,13,45,0,2017-07-08T20:09:06.000,2017-07-08T20:08:52.000,2017-07-08T20:13:14.000,First Alarm,MANHATTAN,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-07-08T20:40:53.000,2017-07-08T20:08:07.000,307,262,1,0,24,1.72E+15,N,Y,10025,"CENTRAL PARK W & 103 ST, New York, NY 10025",40.7848582,-73.9696519
114,BRONX,DECATUR AVE & 209 ST,3564,Initial Alarm,UCT/911,11,207,10,13,14,0,2017-10-29T15:54:21.000,2017-10-29T15:54:04.000,2017-10-29T16:08:21.000,First Alarm,BRONX,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-10-29T16:14:39.000,2017-10-29T15:53:50.000,871,857,1,0,52,1.73E+15,N,Y,10467,"DECATUR AVE & 209 ST, New York, NY 10467",40.87047,-73.880007
115,MANHATTAN,PARK AVE S & E 18 ST,487,Initial Alarm,Private Fire Alarm,2,105,2,12,30,1,2017-04-05T04:11:01.000,2017-04-05T04:10:31.000,2017-04-05T04:13:53.000,First Alarm,MANHATTAN,Alarm System - Defective,NonMedical Emergencies,2017-04-05T04:26:14.000,2017-04-05T04:10:01.000,232,202,1,1,13,1.71E+15,N,Y,10003,"PARK AVE S & E 18 ST, New York, NY 10003",40.7401653,-73.9863095
